LLNR,Name,Position,Characteristic,Height,Range,Structure,Remarks
18665,North Estero Bay Daybeacon 48,"26-25-45.458N, 081-53-50.282W",,,,TR on pile.,
18670,North Estero Bay Daybeacon 49,"26-25-37.513N, 081-53-43.645W",,,,SG on pile.,
18675,North Estero Bay Daybeacon 50,"26-25-36.410N, 081-53-44.401W",,,,TR on pile.,
18680,North Estero Bay Daybeacon 51,"26-25-34.400N, 081-53-34.255W",,,,SG on pile.,
18685,North Estero Bay Daybeacon 52,"26-25-30.896N, 081-53-31.317W",,,,TR on pile.,
18690,North Estero Bay Daybeacon 54,"26-25-18.828N, 081-53-29.182W",,,,TR on pile.,
18700,North Estero Bay Daybeacon 57,"26-25-05.388N, 081-53-26.061W",,,,SG on pile.,
18705,North Estero Bay Daybeacon 58,"26-25-06.902N, 081-53-30.100W",,,,TR on pile.,
18710,North Estero Bay Daybeacon 59,"26-24-57.429N, 081-53-30.644W",,,,SG on pile.,
18715,North Estero Bay Daybeacon 59A,"26-24-47.672N, 081-53-28.120W",,,,SG on pile.,
18720,North Estero Bay Daybeacon 61,"26-24-44.659N, 081-53-25.705W",,,,SG on pile.,
18725,North Estero Bay Daybeacon 63,"26-24-39.748N, 081-53-15.350W",,,,SG on pile.,
18730,North Estero Bay Daybeacon 65,"26-24-39.999N, 081-53-04.426W",,,,SG on pile.,
18735,North Estero Bay DBN 66,"26-24-34.744N, 081-53-00.561W",,,,TRon pile.,
18740,North Estero Bay Daybeacon 67,"26-24-38.357N, 081-52-58.160W",,,,SG on pile.,
18745,North Estero Bay Daybeacon 68,"26-24-30.680N, 081-52-56.594W",,,,TR on pile.,
18746,Buccaneer Lagoon Entrance Daybeacon 1,"26-24-17.670N, 081-52-56.140W",,,,SG on pile.,
18746.1,Buccaneer Lagoon Entrance Daybeacon 2,"26-24-18.510N, 081-52-55.890W",,,,TR on pile.,
18746.2,Buccaneer Lagoon Entrance Daybeacon 3,"26-24-17.920N, 081-52-58.030W",,,,SG on pile.,
18746.3,Buccaneer Lagoon Entrance Daybeacon 4,"26-24-18.950N, 081-52-58.180W",,,,TR on pile.,
18747,Buccaneer Lagoon Entrance Daybeacon 6,"26-24-20.090N, 081-52-59.500W",,,,TR on pile.,
18747.2,Buccaneer Lagoon Entrance Daybeacon 8,"26-24-25.210N, 081-53-00.750W",,,,TR on pile.,
18747.4,Buccaneer Lagoon Entrance Daybeacon 10,"26-24-27.540N, 081-53-00.690W",,,,TR on pile.,
18747.6,Buccaneer Lagoon Entrance Daybeacon 12,"26-24-30.490N, 081-53-01.500W",,,,TR on pile.,
18747.8,Buccaneer Lagoon Entrance Daybeacon 14,"26-24-34.080N, 081-53-03.050W",,,,TR on pile.,
18750,Mullock Creek Daybeacon 1,"26-24-36.620N, 081-52-52.270W",,,,SG on pile.,
18755,Mullock Creek Daybeacon 2,"26-24-40.740N, 081-52-42.300W",,,,TR on pile.,
18760,Mullock Creek Daybeacon 2A,"26-25-18.030N, 081-52-45.300W",,,,TR on pile.,
18765,Mullock Creek Daybeacon 3,"26-25-33.300N, 081-52-33.210W",,,,SG on pile.,
18770,Mullock Creek Daybeacon 3A,"26-25-39.930N, 081-52-32.030W",,,,SG on pile.,
18775,Mullock Creek Daybeacon 4,"26-25-50.070N, 081-52-31.260W",,,,TR on pile.,
18780,Mullock Creek Daybeacon 4A,"26-25-59.490N, 081-52-35.490W",,,,TR on pile.,
18785,Mullock Creek Daybeacon 5,"26-26-12.600N, 081-52-37.390W",,,,SG on pile.,
18790,Mullock Creek Daybeacon 6,"26-26-22.610N, 081-52-36.260W",,,,TR on pile.,
18795,Mullock Creek Daybeacon 6A,"26-26-29.000N, 081-52-35.080W",,,,TR on pile.,
18800,Mullock Creek Daybeacon 7,"26-26-35.200N, 081-52-36.200W",,,,SG on pile.,
18805,Mullock Creek Daybeacon 8,"26-26-43.170N, 081-52-26.100W",,,,TR on pile.,
18810,Mullock Creek Daybeacon 8A,"26-26-50.730N, 081-52-21.650W",,,,TR on pile.,
18820,Mullock Creek Daybeacon 9,"26-26-58.700N, 081-52-17.200W",,,,SG on pile.,
18825,Mullock Creek Daybeacon 10,"26-27-07.290N, 081-52-12.200W",,,,TR on pile.,
18830,Mullock Creek Daybeacon 11,"26-27-11.740N, 081-52-12.120W",,,,SG on pile.,
18835,Mullock Creek Daybeacon 13,"26-27-21.180N, 081-52-08.300W",,,,SG on pile.,
18840,Mullock Creek Daybeacon 15,"26-27-35.430N, 081-52-05.830W",,,,SG on pile.,
18845,Mullock Creek Daybeacon 16,"26-27-40.469N, 081-52-02.899W",,,,TR on pile.,
18850,Mullock Creek Daybeacon 18,"26-27-45.510N, 081-52-02.840W",,,,TR on pile.,
18855,Mullock Creek Daybeacon 20,"26-27-49.780N, 081-51-59.840W",,,,TR on pile.,
18860,Mullock Creek Daybeacon 22,"26-27-52.290N, 081-51-59.180W",,,,TR on pile.,
18865,Mullock Creek Daybeacon 25,"26-27-56.250N, 081-51-53.880W",,,,SG on pile.,
18870,Mullock Creek Daybeacon 27,"26-27-52.930N, 081-51-51.360W",,,,SG on pile.,
18875,Mullock Creek Daybeacon 28,"26-27-54.000N, 081-51-47.020W",,,,TR on pile.,
18880,Mullock Creek Daybeacon 30,"26-27-54.430N, 081-51-43.910W",,,,TR on pile.,
18885,Mullock Creek Daybeacon 32,"26-27-55.650N, 081-51-41.550W",,,,TR on pile.,
18890,Mullock Creek Daybeacon 34,"26-27-58.140N, 081-51-45.400W",,,,TR on pile.,
18895,Mullock Creek Daybeacon 36,"26-28-00.250N, 081-51-46.080W",,,,TR on pile.,
18900,Mullock Creek Daybeacon 38,"26-28-02.950N, 081-51-47.650W",,,,TR on pile.,
18905,Mullock Creek Daybeacon 39,"26-28-04.960N, 081-51-46.490W",,,,SG on pile.,
18910,Mullock Creek Daybeacon 41,"26-28-01.850N, 081-51-43.610W",,,,SG on pile.,
18915,Mullock Creek Daybeacon 43,"26-28-00.670N, 081-51-39.270W",,,,SG on pile.,
18920,Mullock Creek Daybeacon 45,"26-28-02.120N, 081-51-36.330W",,,,SG on pile.,
18925,Mullock Creek Daybeacon 46,"26-28-05.560N, 081-51-35.320W",,,,TR on pile.,
18930,Mullock Creek Daybeacon 47,"26-28-11.810N, 081-51-32.620W",,,,SG on pile.,
18935,Mullock Creek Daybeacon 49,"26-28-13.090N, 081-51-30.700W",,,,SG on pile.,
18940,Mullock Creek Daybeacon 51,"26-28-11.370N, 081-51-28.230W",,,,SG on pile.,
18945,Mullock Creek Daybeacon 52,"26-28-11.680N, 081-51-24.850W",,,,TR on pile.,
18950,Mullock Creek Daybeacon 54,"26-28-14.040N, 081-51-24.380W",,,,TR on pile.,
18955,Mullock Creek Daybeacon 55,"26-28-14.090N, 081-51-21.640W",,,,SG on pile.,
18960,South Estero Bay Daybeacon 2,"26-24-22.272N, 081-52-40.320W",,,,TR on pile.,
18965,South Estero Bay Daybeacon 4,"26-24-25.000N, 081-52-35.000W",,,,TR on pile.,
18970,South Estero Bay Daybeacon 5,"26-24-27.272N, 081-52-22.320W",,,,SG on pile.,
18975,South Estero Bay Daybeacon 8,"26-24-20.272N, 081-52-16.320W",,,,TR on pile.,
18980,South Estero Bay Daybeacon 9,"26-24-18.272N, 081-52-08.320W",,,,SG on pile.,
18985,Alternate Route Channel Daybeacon 1,"26-24-29.294N, 081-51-53.316W",,,,SG on pile.,
18990,Alternate Route Channel Daybeacon 2,"26-24-26.294N, 081-51-51.316W",,,,TR on pile.,
18995,Alternate Route Channel Daybeacon 3,"26-24-35.294N, 081-51-37.315W",,,,SG on pile.,
18995.09,Estero Pointe Channel Daybeacon 16,"26-25-24.200N, 081-52-06.000W",,,,TR on pile.,
18995.08,Estero Pointe Channel Daybeacon 15,"26-25-25.300N, 081-52-07.000W",,,,SG on pile.,
18995.06,Estero Pointe Channel Daybeacon 12,"26-25-25.200N, 081-52-12.400W",,,,TR on pile.,
18995.05,Estero Pointe Channel Daybeacon 10,"26-25-24.800N, 081-52-19.100W",,,,TR on pile.,
18995.04,Estero Pointe Channel Daybeacon 8,"26-25-23.400N, 081-52-23.300W",,,,TR on pile.,
18995.03,Estero Pointe Channel Daybeacon 6,"26-25-20.600N, 081-52-26.200W",,,,TR on pile.,
18995.02,Estero Pointe Channel Daybeacon 4,"26-25-08.400N, 081-52-31.400W",,,,TR on pile.,
18995.01,Estero Pointe Channel Daybeacon 3,"26-25-03.500N, 081-52-38.900W",,,,SG on pile.,
18996.09,Estero Pointe Channel Daybeacon 32,"26-25-50.000N, 081-51-36.900W",,,,TR on pile.,
18996.08,Estero Pointe Channel Daybeacon 30,"26-25-49.400N, 081-51-41.700W",,,,TR on pile.,
18996.07,Estero Pointe Channel Daybeacon 29,"26-25-49.900N, 081-51-42.200W",,,,SG on pile.,
18996.05,Estero Pointe Channel Daybeacon 27,"26-25-42.200N, 081-51-53.600W",,,,SG on pile.,
18996.04,Estero Pointe Channel Daybeacon 26,"26-25-41.400N, 081-51-53.600W",,,,TR on pile.,
18996.03,Estero Pointe Channel Daybeacon 24,"26-25-38.400N, 081-51-58.700W",,,,TR on pile.,
18996.02,Estero Pointe Channel Daybeacon 22,"26-25-36.100N, 081-51-58.600W",,,,TR on pile.,
18996.01,Estero Pointe Channel Daybeacon 19,"26-25-31.700N, 081-52-04.400W",,,,SG on pile.,
18996,Estero Pointe Channel Daybeacon 18,"26-25-30.100N, 081-52-04.000W",,,,TR on pile.,
18997.03,Estero Pointe Channel Daybeacon 36,"26-25-50.200N, 081-51-29.900W",,,,TR on pile.,
18997.02,Estero Pointe Channel Daybeacon 35,"26-25-50.500N, 081-51-31.100W",,,,SG on pile.,
18997.01,Estero Pointe Channel Daybeacon 34,"26-25-56.000N, 081-52-11.500W",,,,TR on pile.,
18997,Estero Pointe Channel Daybeacon 33,"26-25-50.100N, 081-51-35.700W",,,,SG on pile.,
19000,Alternate Route Channel Daybeacon 4,"26-24-31.294N, 081-51-39.315W",,,,TR on pile.,
19005,Alternate Route Channel Daybeacon 5,"26-24-27.294N, 081-51-26.315W",,,,SG on pile.,
19010,Alternate Route Channel Daybeacon 6,"26-24-26.294N, 081-51-28.315W",,,,TR on pile.,
19015,Alternate Route Channel Daybeacon 7,"26-24-12.295N, 081-51-17.315W",,,,SG on pile.,
19020,Alternate Route Channel Daybeacon 8,"26-24-10.295N, 081-51-19.315W",,,,TR on pile.,
19025,Alternate Route Channel Daybeacon 9,"26-24-02.295N, 081-51-07.315W",,,,SG on pile.,
19030,Alternate Route Channel Daybeacon 10,"26-24-00.295N, 081-51-09.315W",,,,TR on pile.,
19035,Coconut Channel Daybeacon 1,"26-23-44.296N, 081-50-55.314W",,,,SG on pile.,
19040,Coconut Channel Daybeacon 2,"26-23-42.296N, 081-50-53.314W",,,,TR on pile.,
19045,Coconut Channel Daybeacon 3,"26-23-45.296N, 081-50-52.314W",,,,SG on pile.,
19050,Coconut Channel Daybeacon 4,"26-23-42.296N, 081-50-50.314W",,,,TR on pile.,
19055,Coconut Channel Daybeacon 5,"26-23-46.295N, 081-50-48.314W",,,,SG on pile.,
19060,Coconut Channel Daybeacon 6,"26-23-44.296N, 081-50-48.314W",,,,TR on pile.,
19065,Coconut Channel Daybeacon 7,"26-23-45.296N, 081-50-44.314W",,,,SG on pile.,
19070,Coconut Channel Daybeacon 8,"26-23-42.296N, 081-50-44.314W",,,,TR on pile.,
19075,Coconut Channel Daybeacon 9,"26-23-46.295N, 081-50-42.314W",,,,SG on pile.,
19080,Coconut Channel Daybeacon 10,"26-23-44.296N, 081-50-39.314W",,,,TR on pile.,
19085,Coconut Channel Daybeacon 11,"26-23-48.295N, 081-50-40.314W",,,,SG on pile.,
19090,Coconut Channel Daybeacon 12,"26-23-47.295N, 081-50-37.314W",,,,TR on pile.,
19095,Coconut Channel Daybeacon 13,"26-23-50.295N, 081-50-38.314W",,,,SG on pile.,
19100,Coconut Channel Daybeacon 14,"26-23-50.295N, 081-50-36.314W",,,,TR on pile.,
19105,Coconut Channel Daybeacon 15,"26-23-52.295N, 081-50-37.314W",,,,SG on pile.,
19110,Coconut Channel Daybeacon 16,"26-23-55.295N, 081-50-35.314W",,,,TR on pile.,
19115,Coconut Channel Daybeacon 17,"26-23-59.295N, 081-50-37.314W",,,,SG on pile.,
19120,Coconut Channel Daybeacon 18,"26-23-57.295N, 081-50-35.314W",,,,TR on pile.,
19125,Coconut Channel Daybeacon 20,"26-23-58.295N, 081-50-33.314W",,,,TR on pile.,
19130,Coconut Channel Daybeacon 22,"26-23-58.295N, 081-50-32.314W",,,,TR on pile.,
19135,Coconut Channel Daybeacon 23,"26-24-00.295N, 081-50-30.314W",,,,SG on pile.,
19140,South Estero Bay Daybeacon 10,"26-24-13.272N, 081-52-10.320W",,,,TR on pile.,
19145,South Estero Bay Daybeacon 11,"26-24-03.272N, 081-52-01.320W",,,,SG on pile.,
19150,South Estero Bay Daybeacon 12,"26-23-52.272N, 081-52-03.320W",,,,TR on pile.,
19155,South Estero Bay Daybeacon 13,"26-23-49.500N, 081-51-56.000W",,,,SG on pile.,
19156,South Estero Bay Daybeacon 13A,"26-23-48.840N, 081-51-56.160W",,,,SG on pile.,
19160,South Estero Bay Daybeacon 14,"26-23-47.000N, 081-51-59.000W",,,,TR on pile.,
19170,South Estero Bay Daybeacon 16,"26-23-34.000N, 081-51-48.900W",,,,TR on pile.,
19175,South Estero Bay Daybeacon 17,"26-23-28.272N, 081-51-43.320W",,,,SG on pile.,
19180,South Estero Bay Daybeacon 18,"26-23-27.272N, 081-51-46.320W",,,,TR on pile.,
19185,South Estero Bay Daybeacon 20,"26-23-25.272N, 081-51-44.320W",,,,TR on pile.,
19190,South Estero Bay Daybeacon 21,"26-23-15.272N, 081-51-42.320W",,,,SG on pile.,
19195,South Estero Bay Daybeacon 22,"26-23-13.272N, 081-51-44.320W",,,,TR on pile.,
19200,South Estero Bay Daybeacon 24,"26-23-05.300N, 081-51-42.000W",,,,TR on pile.,
19205,South Estero Bay Daybeacon 25,"26-23-05.000N, 081-51-39.500W",,,,SG on pile.,
19210,South Estero Bay Daybeacon 27,"26-23-00.000N, 081-51-37.300W",,,,SG on pile.,
19215,South Estero Bay Daybeacon 28,"26-22-59.700N, 081-51-39.000W",,,,TR on pile.,
19220,South Estero Bay Daybeacon 29,"26-22-50.272N, 081-51-34.320W",,,,SG on pile.,
19225,South Estero Bay Daybeacon 30,"26-22-50.272N, 081-51-35.320W",,,,TR on pile.,
19230,South Estero Bay Daybeacon 31,"26-22-48.272N, 081-51-32.320W",,,,SG on pile.,
19235,Southern Passage Daybeacon 1,"26-22-58.297N, 081-51-27.315W",,,,SG on pile.,
19240,Southern Passage Daybeacon 2,"26-22-53.297N, 081-51-51.315W",,,,TR on pile.,
19245,Southern Passage Daybeacon 4,"26-22-58.297N, 081-51-22.315W",,,,TR on pile.,
19250,Southern Passage Daybeacon 5,"26-23-04.297N, 081-51-16.315W",,,,SG on pile.,
19255,Southern Passage Daybeacon 6,"26-23-03.297N, 081-51-14.315W",,,,TR on pile.,
19260,Southern Passage Daybeacon 7,"26-23-06.297N, 081-51-14.315W",,,,SG on pile.,
19265,Southern Passage Daybeacon 8,"26-23-06.297N, 081-51-11.315W",,,,TR on pile.,
19270,Southern Passage Daybeacon 9,"26-23-10.297N, 081-51-09.315W",,,,SG on pile.,
19275,Southern Passage Daybeacon 10,"26-23-08.297N, 081-51-07.315W",,,,TR on pile.,
19280,Southern Passage Daybeacon 11,"26-23-12.297N, 081-51-04.315W",,,,SG on pile.,
19285,Southern Passage Daybeacon 12,"26-23-09.297N, 081-51-03.315W",,,,TR on pile.,
19290,Southern Passage Daybeacon 13,"26-23-11.297N, 081-51-00.315W",,,,SG on pile.,
19295,Southern Passage Daybeacon 14,"26-23-08.297N, 081-51-01.315W",,,,TR on pile.,
19300,Southern Passage Daybeacon 15,"26-23-09.297N, 081-50-57.315W",,,,SG on pile.,
19305,Southern Passage Daybeacon 16,"26-23-06.297N, 081-50-59.315W",,,,TR on pile.,
19310,Southern Passage Daybeacon 17,"26-23-07.297N, 081-50-54.315W",,,,SG on pile.,
19315,Southern Passage Daybeacon 18,"26-23-05.297N, 081-50-56.315W",,,,TR on pile.,
19320,Southern Passage Daybeacon 19,"26-23-06.297N, 081-50-49.315W",,,,SG on pile.,
19325,Southern Passage Daybeacon 20,"26-23-03.297N, 081-50-48.315W",,,,TR on pile.,
19330,Spring Creek Daybeacon 1,"26-22-53.623N, 081-50-36.110W",,,,SG on pile.,
19335,Spring Creek Daybeacon 2,"26-22-51.500N, 081-50-35.716W",,,,TR on pile.,
19340,Spring Creek Daybeacon 4,"26-22-49.358N, 081-50-33.982W",,,,TR on pile.,
19345,Spring Creek Daybeacon 5,"26-22-49.429N, 081-50-32.984W",,,,SG on pile.,
19347.9,Baywinds Channel Daybeacon 9,"26-22-57.500N, 081-50-10.500W",,,,SG on pile.,
19347.8,Baywinds Channel Daybeacon 8,"26-22-57.000N, 081-50-09.800W",,,,TR on pile.,
19347.5,Baywinds Channel Daybeacon 5,"26-22-55.000N, 081-50-09.000W",,,,SG on pile.,
19347.4,Baywinds Channel Daybeacon 4,"26-22-53.500N, 081-50-07.500W",,,,TR on pile.,
19347.3,Baywinds Channel Daybeacon 3,"26-22-53.000N, 081-50-08.000W",,,,SG on pile.,
19347.2,Baywinds Channel Daybeacon 2,"26-22-52.500N, 081-50-07.500W",,,,TR on pile.,
19347.1,Baywinds Channel Daybeacon 1,"26-22-52.000N, 081-50-08.500W",,,,SG on pile.,
19349.2,Baywinds Channel Daybeacon 12,"26-22-59.000N, 081-50-09.500W",,,,TR on pile.,
19349.1,Baywinds Channel Daybeacon 11,"26-22-58.800N, 081-50-10.500W",,,,SG on pile.,
19349,Baywinds Channel Daybeacon 10,"26-22-58.500N, 081-50-10.000W",,,,TR on pile.,
19350,Spring Creek Daybeacon 6,"26-22-49.634N, 081-50-31.505W",,,,TR on pile.,
19355,Spring Creek Daybeacon 7,"26-22-55.144N, 081-50-30.495W",,,,SG on pile.,
19360,Spring Creek Daybeacon 8,"26-22-55.130N, 081-50-28.984W",,,,TR on pile.,
19365,Spring Creek Daybeacon 9,"26-22-54.836N, 081-50-27.646W",,,,SG on pile.,
19370,Spring Creek Daybeacon 11,"26-22-52.490N, 081-50-26.757W",,,,SG on pile.,
19375,Spring Creek Daybeacon 12,"26-22-50.443N, 081-50-26.445W",,,,TR on pile.,
19380,Spring Creek Daybeacon 13,"26-22-50.530N, 081-50-25.739W",,,,SG on pile.,
19385,Spring Creek Daybeacon 14,"26-22-50.021N, 081-50-23.081W",,,,TR on pile.,
19390,Spring Creek Daybeacon 15,"26-22-50.118N, 081-50-21.194W",,,,SG on pile.,
19395,Spring Creek Daybeacon 16,"26-22-51.482N, 081-50-19.476W",,,,TR on pile.,
19400,Spring Creek Daybeacon 17,"26-22-51.027N, 081-50-14.606W",,,,SG on pile.,
19405,Spring Creek Daybeacon 19,"26-22-53.619N, 081-50-13.233W",,,,SG on pile.,
19410,Spring Creek Daybeacon 21,"26-22-53.423N, 081-50-11.331W",,,,SG on pile.,
19415,Spring Creek Daybeacon 23,"26-22-52.035N, 081-50-10.318W",,,,SG on pile.,
19420,Spring Creek Daybeacon 24,"26-22-51.915N, 081-50-08.871W",,,,TR on pile.,
19425,Spring Creek Daybeacon 25,"26-22-51.911N, 081-50-06.306W",,,,SG on pile.,
19430,Spring Creek Daybeacon 26,"26-22-51.048N, 081-50-05.092W",,,,TR on pile.,
19435,Spring Creek Daybeacon 28,"26-22-50.394N, 081-50-03.478W",,,,TR on pile.,
19440,Spring Creek Daybeacon 29,"26-22-49.155N, 081-50-02.124W",,,,SG on pile.,
19445,Spring Creek Daybeacon 30,"26-22-47.718N, 081-50-01.608W",,,,TR on pile.,
19450,Spring Creek Daybeacon 32,"26-22-48.516N, 081-50-00.960W",,,,TR on pile.,
19455,Spring Creek Daybeacon 34,"26-22-47.800N, 081-49-58.899W",,,,TR on pile.,
19460,Spring Creek Daybeacon 36,"26-22-46.520N, 081-49-57.782W",,,,TR on pile.,
19465,Spring Creek Daybeacon 37,"26-22-46.874N, 081-49-56.831W",,,,SG on pile.,
19470,Spring Creek Daybeacon 38,"26-22-44.936N, 081-49-54.989W",,,,TR on pile.,
19475,Spring Creek Daybeacon 40,"26-22-42.021N, 081-49-55.142W",,,,TR on pile.,
19480,Spring Creek Daybeacon 41,"26-22-39.420N, 081-49-54.794W",,,,SG on pile.,
19485,Spring Creek Daybeacon 42,"26-22-39.500N, 081-49-55.114W",,,,TR on pile.,
19490,Spring Creek Daybeacon 43,"26-22-37.212N, 081-49-55.390W",,,,SG on pile.,
19495,Spring Creek Daybeacon 45,"26-22-36.135N, 081-49-55.046W",,,,SG on pile.,
19500,Spring Creek Daybeacon 46,"26-22-34.681N, 081-49-54.056W",,,,TR on pile.,
19505,Spring Creek Daybeacon 48,"26-22-33.001N, 081-49-53.481W",,,,TR on pile.,
19510,Spring Creek Daybeacon 50,"26-22-30.933N, 081-49-53.845W",,,,TR on pile.,
19515,Spring Creek Daybeacon 51,"26-22-30.173N, 081-49-55.252W",,,,SG on pile.,
19520,Spring Creek Daybeacon 52,"26-22-24.248N, 081-49-52.259W",,,,TR on pile.,
19525,Southern Passage Daybeacon 21,"26-23-26.297N, 081-50-51.315W",,,,SG on pile.,
19530,Southern Passage Daybeacon 22,"26-23-27.297N, 081-50-46.315W",,,,TR on pile.,
19535,South Estero Bay Daybeacon 32,"26-22-44.000N, 081-51-29.000W",,,,TR on pile.,
19540,South Estero Bay Daybeacon 34,"26-22-44.272N, 081-51-24.320W",,,,TR on pile.,
19550,South Estero Bay Daybeacon 37,"26-22-42.272N, 081-51-14.320W",,,,SG on pile.,
19555,South Estero Bay Daybeacon 38,"26-22-41.272N, 081-51-15.320W",,,,TR on pile.,
19560,South Estero Bay Daybeacon 39,"26-22-38.272N, 081-51-13.320W",,,,SG on pile.,
19565,South Estero Bay Daybeacon 40,"26-22-32.272N, 081-51-11.320W",,,,TR on pile.,
19570,South Estero Bay Daybeacon 41,"26-22-26.272N, 081-51-06.320W",,,,SG on pile.,
19575,South Estero Bay Daybeacon 42,"26-22-24.272N, 081-51-07.320W",,,,TR on pile.,
19580,South Estero Bay Daybeacon 43,"26-22-19.272N, 081-51-04.320W",,,,SG on pile.,
19585,South Estero Bay Daybeacon 45,"26-22-11.272N, 081-51-01.320W",,,,SG on pile.,
19590,South Estero Bay Daybeacon 46,"26-22-08.272N, 081-51-02.320W",,,,TR on pile.,
19595,South Estero Bay Daybeacon 47,"26-22-05.272N, 081-50-59.320W",,,,SG on pile.,
19600,South Estero Bay Daybeacon 48,"26-21-57.000N, 081-51-00.000W",,,,TR on pile.,
19605,South Estero Bay Daybeacon 49,"26-21-57.900N, 081-50-56.900W",,,,SG on pile.,
19610,South Estero Bay Daybeacon 50,"26-21-52.000N, 081-51-00.000W",,,,TR on pile.,
19615,South Estero Bay Daybeacon 52,"26-21-47.000N, 081-50-56.800W",,,,TR on pile.,
19620,South Estero Bay Daybeacon 53,"26-21-45.700N, 081-50-54.000W",,,,SG on pile.,
19625,South Estero Bay Daybeacon 54,"26-21-40.000N, 081-50-55.300W",,,,TR on pile.,
19630,South Estero Bay Daybeacon 55,"26-21-41.000N, 081-50-55.300W",,,,SG on pile.,
19635,South Estero Bay Daybeacon 56,"26-21-40.000N, 081-50-58.000W",,,,TR on pile.,
19640,South Estero Bay Daybeacon 58,"26-21-37.272N, 081-51-01.320W",,,,TR on pile.,
19645,South Estero Bay Daybeacon 60,"26-21-31.670N, 081-51-12.020W",,,,TR on pile.,
19659,South Estero Bay Daybeacon 62,"26-21-30.660N, 081-51-15.780W",,,,TR on pile.,
19660,South Estero Bay Daybeacon 63,"26-21-31.020N, 081-51-22.430W",,,,SG on pile.,
19661,South Estero Bay Daybeacon 64,"26-21-30.600N, 081-51-19.800W",,,,TR on pile.,
19670,South Estero Bay Daybeacon 65,"26-21-17.880N, 081-51-19.080W",,,,SG on pile.,
19675,South Estero Bay Daybeacon 67,"26-21-14.520N, 081-51-16.310W",,,,SG on pile.,
19680,South Estero Bay Daybeacon 69,"26-21-11.450N, 081-51-12.440W",,,,SG on pile.,
19685,South Estero Bay Daybeacon 71,"26-21-09.210N, 081-51-08.620W",,,,SG on pile.,
19690,South Estero Bay Daybeacon 73,"26-21-05.660N, 081-51-01.480W",,,,SG on pile.,
19695,South Estero Bay Daybeacon 75,"26-21-05.490N, 081-50-51.920W",,,,SG on pile.,
19700,South Estero Bay Daybeacon 77,"26-21-03.070N, 081-50-49.970W",,,,SG on pile.,
19701,South Estero Bay Daybeacon 78,"26-21-00.000N, 081-50-46.680W",,,,TR on pile.,
19703,South Estero Bay Daybeacon 79,"26-20-59.700N, 081-50-44.810W",,,,,
19705,South Estero Bay Daybeacon 80,"26-21-00.440N, 081-50-46.780W",,,,TR on pile.,
19710,South Estero Bay Daybeacon 81,"26-20-58.981N, 081-50-44.398W",,,,SG on pile.,
19715,South Estero Bay Daybeacon 82,"26-21-00.440N, 081-50-38.460W",,,,TR on pile.,
19720,South Estero Bay Daybeacon 83,"26-20-59.710N, 081-50-33.000W",,,,SG on pile.,
19721,South Estero Bay Daybeacon 84,"26-20-58.990N, 081-50-33.410W",,,,TR on pile.,
19725,South Estero Bay Daybeacon 85,"26-20-53.260N, 081-50-31.730W",,,,SG on pile.,
19730,South Estero Bay Daybeacon 87,"26-20-43.410N, 081-50-31.950W",,,,SG on pile.,
19734,South Estero Bay Daybeacon 89,"26-20-43.030N, 081-50-31.350W",,,,SG on pile.,
19735,South Estero Bay Daybeacon 90,"26-20-43.069N, 081-50-32.571W",,,,TR on pile.,
19740,South Estero Bay Daybeacon 91,"26-20-41.080N, 081-50-34.070W",,,,SG on pile.,
19745,South Estero Bay Daybeacon 92,"26-20-38.330N, 081-50-36.240W",,,,TR on pile.,
19750,South Estero Bay Daybeacon 93,"26-20-36.330N, 081-50-35.990W",,,,SG on pile.,
19755,South Estero Bay Daybeacon 94,"26-20-35.960N, 081-50-36.430W",,,,TR on pile.,
